id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,occupancy_rate,estimated_monthly_revenue
727541865296877632,The Kimberly on Woodmont ~ 5 Miles to DT Nashville,41505220,District 24,36.1205671,-86.8440141,Entire home/apt,,1,29,0.9,0,0.030000000000000002,
727605038237852058,Lofts at 30th-Urban Sky Suite-Mins to Broadway,20772148,District 21,36.14498,-86.81408,Entire home/apt,117.0,1,55,1.89,341,0.063,209.45925
727669868940245932,Bring Friends - Nashville Extra Large Rental Condo,478827477,District 21,36.14461,-86.81967,Entire home/apt,,2,12,0.38,342,0.012666666666666666,
727692434819691380,Relaxing & Affordable Room for Groups! Free WiFi,51953195,District 8,36.2437,-86.75522,Private room,400.0,1,0,,365,0.5,6083.333333333334
727816818368999210,New Luxe 1 bedroom unit w/ pool! Walk to Broadway!,265927061,District 19,36.15365950136508,-86.77518580108881,Entire home/apt,148.0,2,97,3.06,25,0.10200000000000001,31.450000000000006
728398174585874964,*Walk 2 Broadway*Top Floor*Pool*Balcony*Parking*,481836649,District 19,36.1548886,-86.77541389999999,Entire home/apt,167.0,1,194,5.96,94,0.19866666666666666,259.88911111111105
729011988873386924,Luxury Belle Meade Oasis - 5 Star Home West Meade,1916801,District 23,36.09005505776764,-86.89191453158855,Entire home/apt,267.0,2,54,1.66,320,0.05533333333333333,393.9733333333333
729106276702896078,Cozy Bedroom W fully Fenced yard & Working Station,95335983,District 29,36.08017,-86.61208,Private room,30.0,30,9,0.28,258,0.009333333333333334,6.0200000000000005
729190073624952641,9 to 5 Suite-2br-Walk to Broadway! Pool view!,629420,District 19,36.1536594,-86.7751858,Entire home/apt,,1,87,2.73,77,0.091,
729430331921927164,The Ultimate Luxury Vacation Experience Awaits!,51953195,District 15,36.14514,-86.6775,Private room,,1,0,,365,0.5,
729520686056164817,Eclectic Pet Friendly Home in East Nashville,388056808,District 6,36.17227,-86.75091,Entire home/apt,221.0,1,16,0.59,346,0.019666666666666666,125.31927777777776
729599637901619515,Cozy Gulch Home Stunning Skyline Views,335977682,District 19,36.1691926,-86.7981937,Entire home/apt,128.0,1,86,2.67,331,0.089,314.22933333333333
729646696815286583,Gem Suite w/pool+ walk to Broadway,121835201,District 19,36.15292,-86.77498,Entire home/apt,165.0,1,157,4.84,151,0.16133333333333333,334.9683333333333
729742604084415939,Modern Townhome 1.5 Miles to The Gulch & Broadway,440360756,District 21,36.16211,-86.80873,Entire home/apt,103.0,2,109,3.49,242,0.11633333333333334,241.64372222222227
729786523259277353,"Hip New Condo near Broadway, Trendy Area - 5 Beds!",470954029,District 5,36.193485,-86.7628117,Entire home/apt,162.0,1,103,3.16,338,0.10533333333333333,480.636
730265283786256763,East Nashville Urban Oasis (Cleveland Park),459938325,District 5,36.190341176712245,-86.75762628888549,Entire home/apt,,30,1,0.05,322,0.0016666666666666668,
730477408840118002,Lux Industrial Loft Penthouse ~ 2 Mi to Broadway,260899725,District 21,36.1586413,-86.8066051,Entire home/apt,,3,60,1.83,322,0.061000000000000006,
731005401467324812,2 Bedroom Condo at Nashville Resort!,107559785,District 15,36.2184,-86.70433,Entire home/apt,,1,2,0.07,365,0.0023333333333333335,
731528526810129380,Luxury apartment just mins from Broadway! Walkable,471966133,District 19,36.1494225,-86.77706280000001,Entire home/apt,141.0,2,100,3.04,161,0.10133333333333333,191.69733333333332
731763592139623124,Red Door Ranch + Fenced Backyard!,174848511,District 22,36.07637,-86.93875,Entire home/apt,223.0,1,66,2.24,305,0.07466666666666667,423.2044444444445
731878113767729415,"Stunning Spacious 6 Beds, 2 Bedrm in Walkable Area",470954029,District 5,36.193485,-86.7628117,Entire home/apt,167.0,1,122,3.75,346,0.125,601.8958333333333
731882596551005792,Hermitage Hideaway - 3BD/2BA,20827071,District 11,36.2079,-86.58618,Entire home/apt,309.0,30,8,0.25,76,0.008333333333333333,16.308333333333334
731936655781551602,Charming Home in 5 Points / Close to Broadway!,482533457,District 6,36.17932,-86.74529,Entire home/apt,239.0,2,133,4.11,266,0.137,725.8031666666668
731990322845420441,Walk To Broadway From The Downtown Disco Apt!,162920982,District 19,36.15328,-86.77463,Entire home/apt,,1,187,5.95,267,0.19833333333333333,
732462754209451079,River front Cabin on farm land,148086463,District 35,36.0125377,-87.0241325,Entire home/apt,253.0,30,0,,365,0.5,3847.7083333333335
732566627202117678,"NEW Designer Home, The Fitzgerald, East Nashville!",482646049,District 6,36.17555,-86.74898,Entire home/apt,,2,57,1.83,217,0.061000000000000006,
732597908642307237,The Eastside Breeze | East Nashville,101426897,District 5,36.17815,-86.75483,Entire home/apt,162.0,2,68,2.1,163,0.07,154.03500000000003
732771034186554494,Luxury 4-Bedroom Retreat in Germantown,6675690,District 19,36.1764091,-86.788545,Entire home/apt,332.0,3,87,2.68,324,0.08933333333333333,800.784
733198078901781920,Midtown 2B/2B Long-Term near Vanderbilt/Broadway,410489561,District 21,36.15562,-86.79984,Entire home/apt,125.0,30,5,0.22,137,0.007333333333333333,10.465277777777777
733521169043277168,Modern Vacation House in the heart of Nashville,70321088,District 17,36.13631,-86.79052,Entire home/apt,,30,0,,221,0.5,
733861976472000725,Beautiful Luxury Home Near 12thS: Top Rated Home,482858960,District 25,36.1124,-86.78864,Entire home/apt,644.0,2,44,1.36,282,0.04533333333333334,686.0746666666668
734118956626903937,"Blue Queen Suit Walk to Broadway, Parking + Pool",482922986,District 19,36.15407,-86.77657,Entire home/apt,168.0,1,103,3.16,169,0.10533333333333333,249.21866666666668
734612410574969619,The Magnolia Cottage * Huge Deck*Murals,64373321,District 5,36.17861,-86.75602,Entire home/apt,142.0,2,96,2.95,316,0.09833333333333334,367.7011111111111
734650782220116269,An Oasis of Pleasure with Modern Room Amenities!,51953195,District 19,36.159,-86.78064,Private room,,1,0,,363,0.5,
734912764169942256,"Cheerful 3-bedroom Farmhouse, 3 miles to down town",151272987,District 2,36.1878517,-86.8093043,Entire home/apt,,2,123,3.93,342,0.131,
734917064397899218,Spacious*Walk To Broadway*Pool*Clean*Parking,49587156,District 19,36.15414,-86.77635,Entire home/apt,217.0,1,135,6.16,168,0.20533333333333334,623.8026666666667
734960567044116674,"Upscale Loft Steps from Broadway Nashville, TN",483089008,District 19,36.15374,-86.77569,Entire home/apt,150.0,2,142,4.36,17,0.14533333333333334,30.883333333333336
734977990501366884,Broadway~Luxury~Game Rm~Insta Worthy~City View,212746907,District 19,36.15365949967726,-86.77518580108881,Entire home/apt,,1,62,1.9,239,0.06333333333333332,
735026453742132626,Cute 12 S Cottage!  Walk to 12s/8th Ave,102012883,District 17,36.12894259999999,-86.78089050000001,Entire home/apt,,30,1,0.05,230,0.0016666666666666668,
735878595401239237,Cozy Tennessee Country Retreat on 5 Acres!,121235121,District 35,36.11965,-86.98522,Entire home/apt,87.0,2,50,1.58,283,0.05266666666666667,108.05883333333334
735953621685708186,Modern 1BR 3rd-Floor | Elevator,134126657,District 21,36.1451,-86.8149,Entire home/apt,152.0,2,22,0.68,365,0.02266666666666667,104.79555555555558
736215770939584894,Sleek East Nashville Getaway,440360756,District 5,36.20216,-86.7553,Entire home/apt,105.0,1,128,4.01,240,0.13366666666666666,280.7
736281664653046440,Summer Rooftop Deck Near Broadway Nashville,2442207,District 17,36.1369999,-86.787289,Entire home/apt,220.0,1,78,2.4,329,0.08,482.53333333333336
736346795823906792,Cozy House in Hip East Nashville Unit A,42727714,District 6,36.1824328,-86.7229128,Entire home/apt,,30,0,,278,0.5,
736407736715045042,*~*Nashville Rooftop Deck BBQ PingPong Fire Pit*~*,158347657,District 8,36.24362,-86.73738,Entire home/apt,185.0,3,123,3.77,355,0.12566666666666668,687.7631944444444
736852952453486977,Cozy house in Hip East Nashville Unit B,42727714,District 6,36.1824328,-86.7229128,Entire home/apt,,30,1,1.0,339,0.03333333333333333,
737033097800974434,Bohemian House North Nashville,19629880,District 21,36.16095,-86.81825,Entire home/apt,281.0,3,66,2.07,38,0.06899999999999999,61.398499999999984
737504076520849139,Nashville-Geodis Park,46797567,District 17,36.13714,-86.76969,Private room,50.0,30,2,0.13,179,0.004333333333333333,3.231944444444444
737617673867395815,D1403 ~ Private Home ~ Near Downtown / Shelby Park,260899725,District 6,36.1632804,-86.7463321,Entire home/apt,,3,9,0.3,24,0.01,
737745860656951034,"Downtown Luxury Penthouse 1BD, Pool & Parking",430800605,District 19,36.15428,-86.77549,Entire home/apt,160.0,1,99,3.06,220,0.10200000000000001,299.2
737817790238932864,Lofts At 30th - Blue Spirit - 4 Mins to TSU,20772148,District 21,36.14681,-86.81635,Entire home/apt,122.0,1,65,2.02,323,0.06733333333333333,221.11144444444443
737868960834888049,2 Bedroom Guest Suite with Parking & Yard Space!,118718341,District 2,36.20183,-86.83334,Entire home/apt,,30,0,,365,0.5,
738290085818084877,Luxury House/Near Gulch/Rooftop/4King 4Queen 2Twin,43286203,District 17,36.13733,-86.78355,Entire home/apt,375.0,2,75,2.42,328,0.08066666666666666,826.8333333333333
738314420011078549,"Muse - Walk to Broadway, Ascend, Titans Stadium",177489696,District 19,36.1551,-86.76364,Entire home/apt,150.0,3,66,2.07,281,0.06899999999999999,242.36249999999998
738378731200084653,Walk to Broadway/Downtown Nashville SOBRO,118857149,District 19,36.1536594,-86.7751858,Entire home/apt,,1,100,3.09,37,0.103,
738476598138205258,MAR02 home in East Nashville,288618851,District 5,36.20163,-86.76065,Entire home/apt,50.0,31,3,0.13,348,0.004333333333333333,6.283333333333333
738553752686480028,"Brand New 1 bedroom, just steps from Broadway!",80785803,District 19,36.15334,-86.77448,Entire home/apt,,2,78,2.45,311,0.08166666666666668,
738646960325641757,Chic Townhome 1.5 Miles to The Gulch & Broadway,440360756,District 21,36.16298,-86.80866,Entire home/apt,100.0,2,131,4.17,244,0.13899999999999998,282.63333333333327
738649810211557774,Sleek Townhome 1.5 Miles from Broadway & The Gulch,440360756,District 21,36.16383,-86.80894,Entire home/apt,91.0,2,117,3.87,249,0.129,243.58425
739013037781188420,12th South | The Gulch Townhouse with Rooftop,483819095,District 17,36.13896,-86.78818,Entire home/apt,,1,35,1.1,361,0.03666666666666667,
739304502085391324,"Home on 5 acres with pool  and 
Amazing views.",49907426,District 3,36.2588440232435,-86.77740901708603,Entire home/apt,836.0,3,65,2.16,307,0.07200000000000001,1539.912
739752440543689915,"Spacious CA King luxury suite, private entrance",12737337,District 26,36.08295,-86.7519,Entire home/apt,89.0,1,401,12.57,250,0.419,776.8958333333333
739799540231486570,Adorable Guest Suite in East Nashville,153808547,District 5,36.1918296,-86.7537957,Entire home/apt,127.0,2,58,1.8,291,0.060000000000000005,184.78500000000003
739827696226764416,"Lovely 2-BR condo, near downtown, free parking!",464553323,District 19,36.1496673,-86.79413799999999,Entire home/apt,,2,51,1.58,227,0.05266666666666667,
739889285380297948,Scenic Retreat in Nashville – Ideal Long Term Stay,232107344,District 4,36.0376,-86.71979,Private room,45.0,30,7,0.23,217,0.007666666666666667,6.2387500000000005
740447221600149832,𝐍𝐄𝐖! 𝐂𝐡𝐚𝐫𝐦𝐢𝐧𝐠 𝐍𝐚𝐬𝐡𝐯𝐢𝐥𝐥𝐞 𝐇𝐨𝐦𝐞 ~ 𝟏𝟑 𝐌𝐢𝐧 𝐭𝐨 𝐃𝐨𝐰𝐧𝐭𝐨𝐰𝐧!,35734892,District 2,36.21194,-86.81215,Entire home/apt,328.0,1,45,1.57,0,0.052333333333333336,0.0
740750427416289887,The Midnight Cabana,85360355,District 5,36.20188,-86.75441,Entire home/apt,139.0,1,63,1.97,306,0.06566666666666666,232.75549999999998
740802264281070007,Penthouse Perfection! Sleeps 4/Gym/Pool,28420439,District 19,36.15418,-86.77492,Entire home/apt,,1,107,3.38,307,0.11266666666666666,
741214882479546818,"Ultimate Stay – Pool, Bars, & Music Steps Away",484163143,District 19,36.1728689,-86.78030749999999,Entire home/apt,120.0,1,154,4.76,165,0.15866666666666665,261.79999999999995
741292103798987679,Lovely 2 Bedroom Near Vanderbilt and Belmont,40939840,District 24,36.13094,-86.81832,Entire home/apt,,7,0,,0,0.5,
741899999974996668,Nashville 2 Bedroom,376758708,District 15,36.21903,-86.70486,Entire home/apt,156.0,3,13,0.44,14,0.014666666666666666,2.6693333333333333
741917428751451338,2 Bedroom Nashville Fun,376758708,District 15,36.21761,-86.70332,Entire home/apt,159.0,3,8,0.27,12,0.009000000000000001,1.4310000000000003
741926443193836696,Summer Rooftop Deck Near Nashville Gulch,2442207,District 21,36.158252,-86.816751,Entire home/apt,158.0,1,82,2.53,338,0.08433333333333333,375.3114444444445
742070841336541649,Traveler's Haven 1bd 1.5b 2 story East Nash Condo!,126174,District 5,36.17311,-86.76467,Entire home/apt,129.0,1,6,0.2,180,0.006666666666666667,12.9
742179926578466874,SoBro*Downtown Condo*Walk Everywhere*POOL*Sleeps 4,261609552,District 19,36.1536594,-86.7751858,Entire home/apt,187.0,2,110,3.5,25,0.11666666666666667,45.45138888888889
742600504139872633,Walk2Broadway*2 Bedrm*Pool*City View*Sleeps 6,303766632,District 19,36.1536594,-86.7751858,Entire home/apt,,1,114,3.58,86,0.11933333333333333,
742647031095580497,Private & Cozy 1 Bed/Bath Curated Guest Suite,393567,District 21,36.1609,-86.82612,Entire home/apt,94.0,2,92,2.88,254,0.096,191.008
742655443895514898,Two-story home with country feel,10723248,District 16,36.10377,-86.7469,Entire home/apt,,2,11,0.35,0,0.011666666666666665,
742846169635759827,"Cute, Cozy, 2 Bedroom East Nashville Home near DT",79891552,District 5,36.1937,-86.76565,Entire home/apt,100.0,30,1,0.04,244,0.0013333333333333333,2.711111111111111
743467500775261162,Spacious Retreat Sleeps 12|New Build|5 Mins to DT,147715334,District 19,36.1526916,-86.7575663,Entire home/apt,260.0,1,58,1.87,161,0.06233333333333334,217.43944444444443
744100291667639214,Cozy Lake Setting in Nashville,321776774,District 29,36.09123,-86.60559,Entire home/apt,75.0,30,3,0.19,142,0.006333333333333333,5.620833333333334
744105801513964568,cozy retreat in Green Hills,6643047,District 25,36.11155,-86.84139,Entire home/apt,134.0,2,64,2.02,338,0.06733333333333333,254.13844444444445
744297829901473515,Lovely 1 bedroom apartment located in Greenhills.,483225066,District 34,36.10178,-86.82027,Entire home/apt,81.0,29,7,0.23,321,0.007666666666666667,16.61175
744366647440401701,"Hot Tub, Fire Pit, Games & King Bed - 5 min to DT",468560653,District 21,36.17454,-86.80855,Entire home/apt,268.0,2,110,3.84,335,0.128,957.6533333333334
744470343768761385,Farmhouse vibe in Hip Donelson.,47407297,District 15,36.15626,-86.66919,Entire home/apt,234.0,3,8,0.79,121,0.026333333333333334,62.1335
744741378455883584,Majestic Lofts #301- Printers Alley,462035471,District 19,36.16502,-86.77891,Entire home/apt,,2,52,1.67,310,0.05566666666666666,
744805254038550450,Downtown Delight | Walkable | Steps to Broadway,101426897,District 19,36.16377,-86.78347,Entire home/apt,175.0,2,71,2.23,147,0.07433333333333333,159.35208333333333
744810589577345262,STAR Retreat Townhome - 7 Beds 3 miles to Downtown,416033925,District 2,36.18619919,-86.81529999,Entire home/apt,163.0,1,63,2.02,361,0.06733333333333333,330.17461111111106
744810695965792375,Diamond Retreat Townhome 7 Beds 3 mi to Downtown,416033925,District 2,36.18659973,-86.81529999,Entire home/apt,169.0,1,95,3.04,359,0.10133333333333333,512.3328888888889
744885583915550969,"Beautiful 4 bedroom home, minutes From Downtown",679448501,District 1,36.2239,-86.87342,Entire home/apt,,30,3,0.12,291,0.004,
744889982357267309,Exquisite Group Suite with Exceptional Amenities!,5381505,District 15,36.15339,-86.68848,Private room,,1,0,,365,0.5,
744890145509576360,"Pet-Friendly and Comfortable Room! W/ Pool, Gym",5381505,District 8,36.24339,-86.75457,Private room,400.0,1,0,,365,0.5,6083.333333333334
744890242122748343,Tastefully Furnished Room for a Romantic Escape!,5381505,District 15,36.14515,-86.66393,Private room,,1,0,,365,0.5,
745175070886604842,Platinum on Music Row - Renovated & Near Downtown!,18053906,District 19,36.1460948,-86.7929017,Entire home/apt,,1,79,4.38,69,0.146,
745175183603298147,Platinum on Music Row - Renovated & Near Downtown!,18053906,District 19,36.14609909,-86.79290009,Entire home/apt,,1,124,3.89,90,0.12966666666666668,
745593381951708795,Modern Luxury | Spacious Comfort | Prime Location,101426897,District 17,36.13766,-86.78563,Entire home/apt,191.0,2,54,1.76,181,0.058666666666666666,169.0137777777778
745692768400397277,4 - Music Row Modern - The Music City Collection,69852847,District 17,36.14164,-86.79349,Entire home/apt,568.0,3,37,1.38,334,0.046,727.2293333333332
745692979312054188,6 - Music Row Modern - The Music City Collection,69852847,District 17,36.14331,-86.795,Entire home/apt,310.0,3,19,0.64,340,0.021333333333333333,187.37777777777774
745693578780515379,5 - Music Row Modern - The Music City Collection,69852847,District 17,36.14253,-86.79465,Entire home/apt,391.0,3,37,1.17,345,0.039,438.40875
745786196361058068,Roses and Rosé - Festive Getaway in Great Area,85360355,District 13,36.13701,-86.70228,Entire home/apt,103.0,1,93,2.92,276,0.09733333333333333,230.58266666666665
746257756725108180,WANDR SoBro: Chic 2 bd/2ba steps from Downtown!,133671647,District 19,36.1544811,-86.763891,Entire home/apt,165.0,1,77,2.41,209,0.08033333333333334,230.85791666666668
746619921559434043,2 Whole Homes* Downtown Close*HUGE Patio w/ games*,64373321,District 5,36.17702,-86.7562,Entire home/apt,383.0,2,43,1.54,310,0.051333333333333335,507.9005555555555
747048779335417236,Penthouse Condo in the heart of SoBro.,234294819,District 19,36.1536594,-86.7751858,Entire home/apt,145.0,3,104,3.26,246,0.10866666666666666,323.01166666666666
747792146503376030,Mansion Luxury@Lakehouse Pool/Hot Tub for Big Fams,153828561,District 11,36.24414,-86.6243,Entire home/apt,3610.0,3,10,0.56,154,0.018666666666666668,864.7955555555557
747816436257321276,Luxe 3BR | Fireplace | Deck | W/D,134126657,District 17,36.14593,-86.78496,Entire home/apt,,2,45,0.54,343,0.018000000000000002,
747920770862873653,Elevated 2BR Illume 2nd-Floor | Balcony | Pool,134126657,District 17,36.14602,-86.78227,Entire home/apt,355.0,2,81,1.32,351,0.044000000000000004,456.88500000000005
747920879968623969,Spacious 3BR | Deck | Firepit | W/D,134126657,District 16,36.12019,-86.74259,Entire home/apt,,2,29,0.56,365,0.018666666666666668,
747921168858328851,2BR Illume 3rd-Floor | Balcony | Pool,134126657,District 17,36.14662,-86.78034,Entire home/apt,368.0,2,33,0.51,361,0.017,188.20133333333334
747922569592091184,Luxe 2BR 1st-Floor | Deck | Washer/Dryer,134126657,District 21,36.14208,-86.82093,Entire home/apt,296.0,2,47,0.97,363,0.03233333333333333,289.51266666666663
747923568117778990,City 1BR 1st-Floor | Patio | W/D,134126657,District 21,36.16086,-86.80222,Entire home/apt,130.0,2,46,1.27,363,0.042333333333333334,166.47583333333333
747923714744420080,Modern 2BR | W/D | Parking | Great Locale,134126657,District 19,36.16119,-86.80229,Entire home/apt,,2,36,1.05,357,0.035,
747924241000896138,Sleek 2BR | Deck | Central Nashville Locale,134126657,District 19,36.15954,-86.80101,Entire home/apt,,2,36,1.14,358,0.038,
747924318324214526,1BR 1st-Floor | Patio | Washer/Dryer,134126657,District 21,36.16077,-86.80321,Entire home/apt,132.0,2,45,1.19,359,0.03966666666666666,156.64366666666666
748073780681515548,4BR All-Suite| Washer/Dryer | Central AC,134126657,District 19,36.16105,-86.80114,Entire home/apt,,2,3,0.14,365,0.004666666666666667,
749243966603655628,"Rooftop 4b/4b
Townhome with Free parking onsite",485679998,District 5,36.1938,-86.75663,Entire home/apt,,2,9,0.41,201,0.013666666666666666,
749498298374623501,"Upscale, City Center Apartment for 4!",50817819,District 19,36.1548886,-86.77541389999999,Entire home/apt,,1,47,4.8,324,0.16,
749869008093742573,Condo minutes from Broadway,436681712,District 19,36.15508,-86.76429,Entire home/apt,196.0,2,32,1.01,171,0.033666666666666664,94.03099999999999
749875189995303441,Broadway & Opryland – 3BR with Theater & Rooftop!,248544578,District 7,36.23178,-86.72409,Entire home/apt,207.0,1,105,4.58,232,0.15266666666666667,610.972
750588043329330489,H3 ~ Super Clean Condo ~ 8 Min to Broadway,260899725,District 5,36.2015453,-86.7543456,Entire home/apt,,3,41,1.3,337,0.043333333333333335,
750677488803100713,Luxe 2BR Riverfront Downtown Nashville 5th-Floor,134126657,District 19,36.17262,-86.77907,Entire home/apt,,2,19,0.61,348,0.02033333333333333,
750715236266245836,"Nashville Vibes 4 bd/2.5 ba, Hot Tub, Game Room",21736973,District 15,36.15678,-86.71297,Entire home/apt,,2,39,1.24,353,0.04133333333333333,
750821975686188637,Relax in East Nashville - 30 day minimum stay,289984792,District 5,36.19916,-86.75077,Entire home/apt,,30,1,0.26,180,0.008666666666666666,
752306663827485189,21 Bed Downtown Luxury Bachelorette w Rooftop,353109186,District 19,36.15523,-86.76442,Entire home/apt,628.0,2,65,2.53,338,0.08433333333333333,1491.7442222222223
752317837799522529,19 Bed Downtown Rooftop Gameroom Walk To Broadway,353109186,District 19,36.15542,-86.76365,Entire home/apt,601.0,2,80,3.1,324,0.10333333333333333,1676.79
752321613910109867,18 Bed Downtown View Walk To Broadway,353109186,District 19,36.15512,-86.76549,Entire home/apt,601.0,2,74,2.86,330,0.09533333333333333,1575.6216666666664
752412973932963907,Cozy retreat in Goodlettsville,339023989,District 10,36.31613,-86.71839,Entire home/apt,106.0,30,0,,331,0.5,1461.9166666666665
752530427785541967,Cheerful 3-bedroom close to downtown Nashville,55611972,District 6,36.16926951062564,-86.75472942698364,Entire home/apt,,30,3,0.13,321,0.004333333333333333,
752798993421976569,Above Nashville Premiere | Pool&Spa | 12 South | G,210733801,District 18,36.12342,-86.79405,Entire home/apt,,1,0,,356,0.5,
753484614881789653,Premium Gulch Home with Skyline Views,115505661,District 17,36.14502,-86.78464,Entire home/apt,184.0,2,128,4.25,313,0.14166666666666666,679.9055555555555
753762132926636204,Beautiful Nashville home 5 miles to downtown!,393762780,District 2,36.21731,-86.79576,Entire home/apt,162.0,2,36,1.2,345,0.04,186.3
754565916989420266,Nashville's Fun Place! 4BR 10 Bed! 12 Min 2 Dwntwn,11849086,District 8,36.22497,-86.73243,Entire home/apt,171.0,2,100,3.16,355,0.10533333333333333,532.855
754587639542648189,Cozy Bedroom in Fragrance-Free Home,95212288,District 35,36.06139,-86.93327,Private room,46.0,1,223,7.02,355,0.23399999999999999,318.43499999999995
754635508072874547,Luxury 1 BR Home with Kitchen/Deck/View! B,11849086,District 4,36.02052,-86.73221,Entire home/apt,60.0,30,3,0.12,314,0.004,6.28
755327295632935938,"Stylish 5 Beds, 2 Bedroom in Trendy East Nashville",470954029,District 5,36.193485,-86.7628117,Entire home/apt,155.0,1,75,2.37,356,0.079,363.2683333333334
755623172593124038,V831 - East Nashville Charm ~ 4 miles to Downtown,260899725,District 5,36.2033823,-86.7416953,Entire home/apt,,3,18,0.57,323,0.019,
755655834975119237,Dolly| FitnessCtr|KING BED|FREEParking|WalkToBroad,486875433,District 19,36.1544811,-86.763891,Entire home/apt,180.0,2,144,4.55,163,0.15166666666666667,370.825
755753965554818738,Ode to Dolly Parton (Sleeps 12),440360756,District 5,36.20057,-86.75266,Entire home/apt,101.0,2,67,2.34,153,0.078,100.4445
755780046500666224,1920s Glam Nashville Townhome (Sleeps 12),440360756,District 5,36.20043,-86.75493,Entire home/apt,101.0,2,81,2.81,152,0.09366666666666666,119.83088888888888
755948348238857790,Germantown Gem: Food Lover’s Spot Near Broadway,78356744,District 19,36.18277,-86.79154,Entire home/apt,134.0,1,97,3.28,334,0.10933333333333332,407.77688888888883
756016311991145506,Nashville 1 bedroom,444732174,District 15,36.21768,-86.70469,Entire home/apt,,2,2,0.07,84,0.0023333333333333335,
756018762518846458,Nashville 1 bedroom,444732174,District 15,36.21949,-86.70437,Entire home/apt,,2,1,0.39,80,0.013000000000000001,
756020672648211129,Nashville 1 bedroom,444732174,District 15,36.21769,-86.70527,Entire home/apt,,2,4,0.13,90,0.004333333333333333,
756022165345239374,Nashville 2 bedroom,444732174,District 15,36.21947,-86.70476,Entire home/apt,,2,1,0.04,343,0.0013333333333333333,
756023629732844676,Nashville 2 bedroom,444732174,District 15,36.21903,-86.70343,Entire home/apt,,2,5,0.17,77,0.005666666666666667,
756028699705653891,Nashville Two bedroom,444732174,District 15,36.21811,-86.7047,Entire home/apt,,2,1,0.1,84,0.0033333333333333335,
756463129704674804,*NEW* Urban Farmhouse - 4bd/3bt (1 ACRE YARD),117626724,District 3,36.235678,-86.81206800000001,Entire home/apt,302.0,1,9,0.43,57,0.014333333333333333,20.561166666666665
757092169192332061,3 Bedroom Home- HUGE yard! 4.5 miles to Broadway.,70801117,District 16,36.1041658,-86.7426785,Entire home/apt,176.0,1,41,1.31,346,0.043666666666666666,221.59377777777775
757221721671641030,"Located in Nashville, 5.1 miles from Motor Museum",290556735,District 15,36.14581,-86.67609,Private room,256.0,1,0,,358,0.5,3818.6666666666665
757833626903238711,Downtown Nashville/Germantown Home,151374571,District 19,36.18236,-86.798,Entire home/apt,,2,2,1.11,329,0.037000000000000005,
757871834186288344,Renowned Artists' Downtown Home｜5 mins to Broadway,269786762,District 19,36.16919,-86.79832,Entire home/apt,,2,69,2.9,302,0.09666666666666666,
758032548833623848,Side By Side | Perfect for Large Celebrations,385134769,District 21,36.1588,-86.81573,Entire home/apt,,1,3,0.13,272,0.004333333333333333,
758059386958030902,Brand New Downtown Home!,166106309,District 19,36.15225,-86.75733,Entire home/apt,347.0,1,7,0.75,339,0.025,245.06875000000002
758335014834933583,Quiet home with hot tub - 10 min drive to broadway,97065974,District 20,36.1534,-86.8647,Entire home/apt,150.0,30,0,,83,0.5,518.75
758618552062947634,Nashville luxury*Rooftop Deck*Gym*Free Parking,23986801,District 7,36.2320165,-86.7243712,Entire home/apt,211.0,1,48,1.59,135,0.053000000000000005,125.80875000000002
758643108502045104,Hit the High Notes Retreat 3 Miles from Broadway,348744783,District 2,36.19576,-86.8085,Entire home/apt,227.0,1,50,1.6,88,0.05333333333333334,88.78222222222222
760365052098668529,Steps to Broadway! Near Arenas and More! Wifi Pool,441993878,District 19,36.15522,-86.7759,Entire home/apt,139.0,1,44,1.43,24,0.04766666666666666,13.251333333333331
760743300133591095,Large 3BR Riverfront | Deck | Garage Parking,134126657,District 7,36.20438,-86.69775,Entire home/apt,202.0,2,17,0.54,365,0.018000000000000002,110.59500000000001
760795387972659439,Unbeatable Downtown Location: Walk to Broadway,487830164,District 19,36.15488853598865,-86.77541378885508,Entire home/apt,,1,133,4.29,147,0.143,
760946291215492923,Peaceful nights sleep in delightful 1-private room,248733885,District 27,36.05750099999999,-86.737132,Private room,58.0,30,11,0.35,316,0.011666666666666665,17.818888888888885
761132936658003431,Music City Bliss,389011314,District 14,36.16188,-86.64662,Entire home/apt,,180,5,0.19,68,0.006333333333333333,
761192863007544136,Blocks to Broadway 1BR CityView,487913430,District 19,36.1536594,-86.7751858,Entire home/apt,187.0,1,144,4.74,172,0.158,423.4926666666667
761498898255637689,"Walkable, Well-loved Sylvan Park Home, Superhosted",2879994,District 24,36.14782,-86.84521,Entire home/apt,,28,28,1.2,0,0.04,
761539962939509545,"Broadway 2mi, King bed, FREE parking, pool & gym",94707081,District 21,36.158623,-86.80662009999999,Entire home/apt,143.0,2,70,2.35,258,0.07833333333333334,240.83583333333334
761557922800188757,East Nashville Charmer Long Term Stay,487978750,District 5,36.183692,-86.7646747,Entire home/apt,98.0,30,5,0.22,302,0.007333333333333333,18.086444444444446
761576421857718636,"East Nash Group Stay – 6 Homes, Sleeps 32",6675690,District 5,36.1859248,-86.7547776,Entire home/apt,,3,0,,288,0.5,
761628149821536717,"0.4 Miles to Broadway, Pool & Gym Access",487830164,District 19,36.1548886,-86.77541389999999,Entire home/apt,171.0,1,124,4.01,320,0.13366666666666666,609.52
